"","V1","V2"
"8899","resonance",0.541
"8900","ana",0.541
"8901","arguments",0.541
"8902","performer",0.541
"8903","foolhardy",0.541
"8904","encomiastic",0.541
"8905","grindstone",0.541
"8906","mason",0.541
"8907","engrossed",0.541
"8908","maple",0.541
"8909","whopping",0.541
"8910","tonic",0.541
"8911","aerodrome",0.541
"8912","hovercraft",0.541
"8913","unwed",0.541
"8914","pho",0.541
"8915","munch",0.541
"8916","sardine",0.541
"8917","testimonial",0.541
"8918","ping",0.541
"8919","longitudinally",0.541
"8920","flier",0.541
"8921","getup",0.541
"8922","impromptu",0.541
"8923","notary",0.541
"8924","torrent",0.541
"8925","melee",0.541
"8926","render",0.541
"8927","reelection",0.541
"8928","adulthood",0.541
"8929","minnow",0.541
"8930","long",0.541
"8931","dragon",0.541
"8932","viking",0.541
"8933","drove",0.541
"8934","preamble",0.541
"8935","mach",0.541
"8936","crucial",0.541
"8937","pipe",0.541
"8938","juju",0.541
"8939","hippopotamus",0.541
"8940","mathematician",0.541
"8941","alias",0.541
"8942","ocarina",0.541
"8943","setter",0.541
"8944","tide",0.541
"8945","refund",0.541
"8946","flyboy",0.541
"8947","eastbound",0.541
"8948","narrate",0.541
"8949","collagen",0.541
"8950","eclipse",0.541
"8951","asterisk",0.541
"8952","harpsichord",0.541
"8953","carving",0.541
"8954","twain",0.541
"8955","subsidiary",0.541
"8956","honeycomb",0.541
"8957","angle",0.541
"8958","raccoon",0.541
"8959","metamorphosis",0.541
"8960","modifiable",0.541
"8961","belt",0.541
"8962","alchemy",0.541
"8963","operative",0.541
"8964","lettering",0.541
"8965","dealership",0.541
"8966","potato",0.541
"8967","viceroy",0.541
"8968","cowgirl",0.541
"8969","derivative",0.541
"8970","compass",0.541
"8971","conglomeration",0.541
"8972","encomium",0.541
"8973","synopsis",0.541
"8974","beehive",0.541
"8975","pheasant",0.541
"8976","taper",0.541
"8977","gasket",0.541
"8978","wallaby",0.541
"8979","vestibule",0.541
"8980","cell",0.541
"8981","backwoods",0.541
"8982","coloration",0.541
"8983","clamp",0.541
"8984","proportion",0.541
"8985","abovementioned",0.541
"8986","pussycat",0.541
"8987","inquiry",0.541
"8988","trailer",0.541
"8989","knot",0.541
"8990","scribe",0.541
"8991","piggy",0.541
"8992","end table",0.541
"8993","theme",0.541
"8994","fairway",0.541
"8995","stare",0.541
"8996","parquet",0.541
"8997","oversee",0.541
"8998","lip",0.541
"8999","embark",0.541
"9000","line",0.541
"9001","eyewitness",0.541
"9002","survival",0.541
"9003","feminism",0.541
"9004","specs",0.54
"9005","prim",0.54
"9006","gringo",0.54
"9007","diagnostics",0.54
"9008","agate",0.54
"9009","excavation",0.54
"9010","terrain",0.54
"9011","eight",0.54
"9012","wright",0.54
"9013","configuration",0.54
"9014","daresay",0.54
"9015","ranking",0.54
"9016","piglet",0.54
"9017","teal",0.54
"9018","region",0.54
"9019","forestall",0.54
"9020","variance",0.54
"9021","nippy",0.54
"9022","legislature",0.54
"9023","camel",0.54
"9024","runny",0.54
"9025","pensive",0.54
"9026","outreach",0.54
"9027","reroute",0.54
"9028","bellman",0.54
"9029","nocturnal",0.54
"9030","slurp",0.54
"9031","antiques",0.54
"9032","deposit",0.54
"9033","classroom",0.539
"9034","pumpkin",0.539
"9035","peddle",0.539
"9036","drawers",0.539
"9037","reverse",0.539
"9038","occasionally",0.538
"9039","convocation",0.538
"9040","vector",0.538
"9041","admit",0.538
"9042","subdivide",0.538
"9043","backbone",0.538
"9044","administrator",0.538
"9045","branch",0.538
"9046","alphabetical",0.537
"9047","puzzle",0.537
"9048","answer",0.537
"9049","portion",0.536
"9050","dildo",0.536
"9051","apace",0.536
"9052","click",0.536
"9053","simply",0.535
"9054","breve",0.535
"9055","seamstress",0.535
"9056","porch",0.535
"9057","capitol",0.535
"9058","remembering",0.535
"9059","basil",0.534
"9060","heat",0.534
"9061","mil",0.534
"9062","searching",0.534
"9063","vertically",0.534
"9064","picker",0.534
"9065","pleated",0.534
"9066","mauve",0.533
"9067","afternoon",0.533
"9068","vise",0.533
"9069","carrier",0.533
"9070","forceful",0.533
"9071","earful",0.533
"9072","lion",0.532
"9073","dusk",0.532
"9074","unabated",0.532
"9075","teletype",0.532
"9076","sharpener",0.532
"9077","eighth",0.531
"9078","shuttle",0.531
"9079","object",0.531
"9080","jay",0.531
"9081","kool-aid",0.531
"9082","provisional",0.531
"9083","breezy",0.531
"9084","pesto",0.531
"9085","surrounding",0.531
"9086","infantry",0.531
"9087","rehab",0.531
"9088","bagel",0.531
"9089","investigation",0.531
"9090","scampi",0.531
"9091","repurchase",0.531
"9092","listneing",0.531
"9093","guise",0.531
"9094","plug",0.531
"9095","circumvention",0.531
"9096","plenum",0.531
"9097","combatant",0.531
"9098","croft",0.531
"9099","tux",0.531
"9100","reservoir",0.531
"9101","homo",0.531
"9102","catch",0.531
"9103","interpretive",0.531
"9104","pilgrim",0.531
"9105","ingrained",0.531
"9106","biggie",0.531
"9107","auditory",0.531
"9108","phew",0.531
"9109","navy",0.531
"9110","inbound",0.531
"9111","plow",0.531
"9112","herring",0.531
"9113","chubby",0.531
"9114","filler",0.531
"9115","shrub",0.531
"9116","digestion",0.531
"9117","grange",0.531
"9118","compaction",0.531
"9119","watch",0.531
"9120","preservative",0.531
"9121","binocular",0.531
"9122","priestess",0.531
"9123","enclose",0.531
"9124","wind",0.531
"9125","submission",0.531
"9126","divulge",0.531
"9127","algebraic",0.531
"9128","tuna",0.531
"9129","substantiate",0.531
"9130","prescribed",0.531
"9131","fight",0.531
"9132","settlor",0.531
"9133","mitten",0.531
"9134","subconscious",0.531
"9135","context",0.531
"9136","dynamo",0.531
"9137","reconsideration",0.531
"9138","lungs",0.531
"9139","booth",0.531
"9140","north",0.531
"9141","premise",0.531
"9142","mashed",0.531
"9143","analogous",0.531
"9144","serif",0.531
"9145","rendering",0.531
"9146","atlas",0.531
"9147","unitary",0.531
"9148","disinfectant",0.531
"9149","legislation",0.531
"9150","detect",0.531
"9151","agenda",0.531
"9152","resilience",0.531
"9153","bathrobe",0.531
"9154","stopover",0.531
"9155","miscellaneous",0.531
"9156","moxie",0.531
"9157","garage",0.531
"9158","waxed",0.531
"9159","sleeve",0.531
"9160","closet",0.531
"9161","turn",0.531
"9162","meek",0.531
"9163","microscope",0.531
"9164","ounce",0.531
"9165","march",0.531
"9166","torch",0.531
"9167","ascertained",0.531
"9168","aforesaid",0.531
"9169","sinus",0.531
"9170","envoy",0.531
"9171","tradesman",0.531
"9172","boarding",0.531
"9173","brooch",0.531
"9174","tinkering",0.531
"9175","turnkey",0.531
"9176","amendment",0.531
"9177","hole",0.531
"9178","turntable",0.531
"9179","regulatory",0.531
"9180","decade",0.531
"9181","impenetrable",0.531
"9182","acupuncture",0.531
"9183","transplantation",0.531
"9184","synagogue",0.531
"9185","councilman",0.531
"9186","diskette",0.531
"9187","rhino",0.531
"9188","lot",0.531
"9189","cape",0.531
"9190","regulated",0.531
"9191","nostress",0.531
"9192","noon",0.531
"9193","tuition",0.531
"9194","cross country",0.531
"9195","unpack",0.531
"9196","manpower",0.531
"9197","deacon",0.531
"9198","tape",0.531
"9199","cohesive",0.531
"9200","gallon",0.531
"9201","glasses",0.531
"9202","ellipse",0.531
"9203","truck",0.531
"9204","earthling",0.531
"9205","vindication",0.531
"9206","speakerphone",0.531
"9207","situation",0.531
"9208","activist",0.531
"9209","step",0.531
"9210","proctologist",0.531
"9211","funky",0.531
"9212","magnetite",0.531
"9213","eyeglass",0.531
"9214","palm",0.531
"9215","calender",0.531
"9216","turf",0.531
"9217","squash",0.531
"9218","workshop",0.531
"9219","apparently",0.531
"9220","garment",0.531
"9221","vet",0.531
"9222","insular",0.531
"9223","tiff",0.531
"9224","motel",0.531
"9225","tableau",0.531
"9226","bastion",0.531
"9227","atmospheric",0.531
"9228","size",0.531
"9229","vine",0.531
"9230","tactic",0.531
"9231","molecule",0.531
"9232","syntax",0.531
"9233","metrology",0.531
"9234","gazetteer",0.531
"9235","reporter",0.531
"9236","pronunciation",0.531
"9237","mainframe",0.531
"9238","roadster",0.531
"9239","designate",0.531
"9240","vicar",0.531
"9241","hereditary",0.531
"9242","newscast",0.531
"9243","ladle",0.531
"9244","campaigning",0.531
"9245","impartial",0.531
"9246","winger",0.531
"9247","midwife",0.531
"9248","trot",0.531
"9249","furlough",0.531
"9250","sentinel",0.531
"9251","spellbound",0.531
"9252","noun",0.531
"9253","foundry",0.531
"9254","idiomatic",0.531
"9255","electrical",0.531
"9256","network",0.531
"9257","carp",0.531
"9258","mode",0.531
"9259","tunic",0.531
"9260","stratification",0.531
"9261","eye",0.531
"9262","roster",0.531
"9263","supposition",0.531
"9264","observance",0.531
"9265","paisley",0.531
"9266","blank",0.531
"9267","watchdog",0.531
"9268","liftoff",0.531
"9269","card",0.531
"9270","clergy",0.531
"9271","sauerkraut",0.531
"9272","puff",0.531
"9273","adoptive",0.531
"9274","scanner",0.531
"9275","layman",0.531
"9276","rank",0.531
"9277","ecliptic",0.531
"9278","calf",0.531
"9279","boomerang",0.531
"9280","shuffleboard",0.531
"9281","climatology",0.531
"9282","exhortation",0.531
"9283","trustee",0.531
"9284","passe",0.531
"9285","gazillion",0.531
"9286","whoo",0.531
"9287","eccentric",0.531
"9288","ruse",0.531
"9289","pharmacy",0.531
"9290","zone",0.531
"9291","electromagnetic",0.531
"9292","resuscitate",0.531
"9293","salon",0.531
"9294","ottoman",0.531
"9295","wiggle",0.531
"9296","reprieve",0.531
"9297","element",0.531
"9298","toolbox",0.531
"9299","jellyfish",0.531
"9300","township",0.531
"9301","sameness",0.531
"9302","charger",0.531
"9303","rhinestone",0.531
"9304","untouched",0.531
"9305","extravagance",0.531
"9306","collateral",0.531
"9307","perch",0.531
"9308","exemption",0.531
"9309","mill",0.531
"9310","starboard",0.531
"9311","enclave",0.531
"9312","predisposed",0.531
"9313","commander",0.531
"9314","mart",0.531
"9315","ballsy",0.531
"9316","patriarchal",0.531
"9317","outrun",0.531
"9318","slate",0.531
"9319","intention",0.531
"9320","irons",0.531
"9321","prescient",0.531
"9322","iteration",0.531
"9323","filamentous",0.531
"9324","kebab",0.531
"9325","episodic",0.531
"9326","restart",0.531
"9327","retinal",0.531
"9328","specimen",0.531
"9329","concluding",0.531
"9330","embossed",0.531
"9331","sequent",0.531
"9332","soap",0.531
"9333","gemini",0.531
"9334","doorstep",0.531
"9335","grounded",0.531
"9336","threshold",0.531
"9337","woolly",0.531
"9338","codex",0.531
"9339","croupier",0.531
"9340","account",0.531
"9341","materiel",0.531
"9342","newsroom",0.531
"9343","referee",0.531
"9344","moderation",0.531
"9345","motor",0.531
"9346","attentionseekers",0.531
"9347","prune",0.531
"9348","precincts",0.531
"9349","ask",0.531
"9350","metime",0.531
"9351","bellybutton",0.531
"9352","reform",0.531
"9353","physical therapist",0.531
"9354","greenwood",0.531
"9355","formulary",0.531
"9356","mica",0.531
"9357","etymology",0.531
"9358","abbreviate",0.531
"9359","reparation",0.531
"9360","mnemonic",0.531
"9361","biennial",0.531
"9362","tow",0.531
"9363","component",0.531
"9364","utter",0.531
"9365","elephant",0.531
"9366","stagger",0.531
"9367","loom",0.531
"9368","muscular",0.531
"9369","freeway",0.531
"9370","reefs",0.531
"9371","telescope",0.531
"9372","jig",0.531
"9373","preliminary",0.531
"9374","wheat",0.531
"9375","hemisphere",0.531
"9376","dermatologist",0.531
"9377","compute",0.531
"9378","fittings",0.531
"9379","business man",0.53
"9380","compilation",0.53
"9381","conclude",0.53
"9382","wiki",0.53
"9383","yeoman",0.53
"9384","impulse",0.53
"9385","oral",0.53
"9386","cider",0.53
"9387","conduction",0.53
"9388","hinterland",0.53
"9389","bow",0.53
"9390","chemise",0.53
"9391","lemma",0.53
"9392","lira",0.53
"9393","fourfold",0.53
"9394","quack",0.53
"9395","flour",0.53
"9396","shank",0.53
"9397","houseguest",0.53
"9398","vaccination",0.53
"9399","bourse",0.53
"9400","documents",0.53
"9401","dogma",0.53
"9402","vocabulary",0.53
"9403","federal",0.53
"9404","policewoman",0.53
"9405","obstetrics",0.53
"9406","pamphlet",0.53
"9407","head",0.53
"9408","leads",0.53
"9409","toenail",0.53
"9410","epithet",0.53
"9411","margarine",0.53
"9412","peasant",0.53
"9413","ale",0.53
"9414","cannon",0.529
"9415","volley",0.529
"9416","angora",0.529
"9417","sterling",0.529
"9418","nucleus",0.529
"9419","exponent",0.529
"9420","blip",0.529
"9421","omega",0.529
"9422","caboodle",0.529
"9423","auditorium",0.529
"9424","come",0.529
"9425","sultan",0.529
"9426","nappy",0.529
"9427","surmise",0.529
"9428","gravitational",0.528
"9429","list",0.528
"9430","henceforth",0.527
"9431","perennial",0.527
"9432","imam",0.527
"9433","senor",0.527
"9434","evanescence",0.527
"9435","habitual",0.527
"9436","prom",0.527
"9437","absolute",0.526
"9438","eyeball",0.526
"9439","ranger",0.526
"9440","intangible",0.525
"9441","tantalizing",0.525
"9442","goggle",0.525
"9443","secretly",0.525
"9444","callback",0.524
"9445","gel",0.524
"9446","whatif",0.523
"9447","eighteen",0.523
"9448","check",0.523
"9449","hydraulic",0.522
"9450","everyman",0.522
"9451","downfield",0.521
"9452","groupie",0.521
"9453","enumerate",0.521
"9454","riddle",0.521
"9455","radius",0.521
"9456","sixth",0.521
"9457","marquis",0.521
"9458","midland",0.521
"9459","print",0.521
"9460","vary",0.521
"9461","grades",0.521
"9462","landfall",0.521
"9463","centralization",0.521
"9464","proxy",0.521
"9465","pix",0.521
"9466","walrus",0.521
"9467","geisha",0.521
"9468","ballot",0.521
"9469","settled",0.521
"9470","rub",0.521
"9471","sample",0.521
"9472","impetus",0.521
"9473","hoist",0.521
"9474","blowing",0.521
"9475","oestrogen",0.521
"9476","transact",0.521
"9477","satchel",0.521
"9478","humanoid",0.521
"9479","pelagic",0.521
"9480","civil",0.521
"9481","pitch",0.521
"9482","handful",0.521
"9483","schoolteacher",0.521
"9484","physiology",0.521
"9485","rebound",0.521
"9486","propensity",0.521
"9487","cloaking",0.521
"9488","fuzz",0.521
"9489","mane",0.521
"9490","tick",0.521
"9491","cue",0.521
"9492","preemption",0.521
"9493","porker",0.521
"9494","drizzle",0.521
"9495","reddish",0.521
"9496","temperature",0.521
"9497","mullet",0.521
"9498","fishing boat",0.521
"9499","lawyer",0.521
"9500","intersect",0.521
"9501","tofu",0.521
"9502","gill",0.521
"9503","insertion",0.521
"9504","mile",0.521
"9505","bull",0.521
"9506","flagging",0.521
"9507","rate",0.521
"9508","particle",0.521
"9509","shave",0.521
"9510","whisker",0.521
"9511","usher",0.521
"9512","hawking",0.521
"9513","fir",0.521
"9514","impart",0.521
"9515","crotch",0.521
"9516","timing",0.521
"9517","grapefruit",0.521
"9518","ad",0.521
"9519","quill",0.521
"9520","chilled",0.521
"9521","paperboy",0.521
"9522","testify",0.521
"9523","hierarchical",0.521
"9524","array",0.521
"9525","preceptor",0.521
"9526","entice",0.521
"9527","condescension",0.521
"9528","summon",0.521
"9529","mosey",0.521
"9530","slack",0.521
"9531","lay",0.521
"9532","cornea",0.521
"9533","cleric",0.521
"9534","steel",0.521
"9535","unequivocally",0.521
"9536","slight",0.521
"9537","carpenter",0.521
"9538","complexion",0.521
"9539","helix",0.521
"9540","eager",0.521
"9541","fund",0.521
"9542","flatter",0.521
"9543","query",0.521
"9544","marketing",0.521
"9545","oil",0.521
"9546","riff",0.521
"9547","shuffling",0.521
"9548","lineal",0.521
"9549","informer",0.521
"9550","attic",0.521
"9551","trio",0.521
"9552","antenna",0.521
"9553","bloomers",0.521
"9554","prefix",0.521
"9555","truss",0.521
"9556","cabbie",0.521
"9557","largo",0.521
"9558","animal",0.521
"9559","roller",0.521
"9560","bearish",0.521
"9561","viola",0.521
"9562","threefold",0.521
"9563","span",0.521
"9564","apprehend",0.521
"9565","indemnification",0.521
"9566","set",0.521
"9567","prerogative",0.521
"9568","annuity",0.521
"9569","alb",0.521
"9570","ford",0.521
"9571","authorization",0.521
"9572","barmaid",0.521
"9573","guinea",0.521
"9574","conditional",0.521
"9575","truism",0.521
"9576","underlay",0.521
"9577","metrical",0.521
"9578","adhesion",0.521
"9579","iguana",0.521
"9580","shilling",0.521
"9581","roast",0.521
"9582","retroactive",0.521
"9583","material",0.521
"9584","theologian",0.521
"9585","teaspoon",0.521
"9586","extracting",0.521
"9587","rouse",0.521
"9588","delineation",0.521
"9589","recycle",0.521
"9590","convection",0.521
"9591","calamari",0.521
"9592","harem",0.521
"9593","garter",0.521
"9594","grounding",0.521
"9595","caddie",0.521
"9596","formula",0.521
"9597","flint",0.521
"9598","governmental",0.521
"9599","banner",0.521
"9600","twine",0.521
"9601","gummy",0.521
"9602","previous",0.521
"9603","ceramic",0.521
"9604","eastern",0.521
"9605","shuteye",0.521
"9606","twelfth",0.521
"9607","splash",0.521
"9608","trinket",0.521
"9609","missy",0.521
"9610","payroll",0.521
"9611","derivation",0.521
"9612","powder",0.521
"9613","selfless",0.521
"9614","exposition",0.521
"9615","showcase",0.521
"9616","triathlon",0.521
"9617","radar",0.521
"9618","ration",0.521
"9619","semester",0.521
"9620","mingled",0.521
"9621","rapt",0.521
"9622","sheik",0.521
"9623","scheme",0.521
"9624","sept",0.521
"9625","sanctum",0.521
"9626","obstetrician",0.521
"9627","vigil",0.521
"9628","propaganda",0.521
"9629","baggy",0.521
"9630","soybean",0.521
"9631","portico",0.521
"9632","contrasted",0.521
"9633","lorry",0.521
"9634","duplicate",0.521
"9635","condiment",0.52
"9636","sadday",0.52
"9637","counterbalance",0.52
"9638","collation",0.52
"9639","teeth",0.52
"9640","deed",0.52
"9641","ethereal",0.52
"9642","accrue",0.52
"9643","bookkeeping",0.52
"9644","befall",0.52
"9645","peg",0.52
"9646","columbine",0.52
"9647","facade",0.52
"9648","firewood",0.52
"9649","electrify",0.52
"9650","fry",0.52
"9651","woodpecker",0.52
"9652","chief",0.52
"9653","hickory",0.52
"9654","boast",0.52
"9655","fathom",0.52
"9656","twenty",0.52
"9657","serum",0.52
"9658","forbearance",0.52
"9659","ducky",0.52
"9660","lease",0.52
"9661","prism",0.52
"9662","diocesan",0.52
"9663","localize",0.52
"9664","quad",0.52
"9665","fluff",0.52
"9666","branching",0.52
"9667","post",0.52
"9668","lend",0.52
"9669","commonplace",0.52
"9670","wot",0.52
"9671","jest",0.52
"9672","affair",0.52
"9673","topic",0.52
"9674","plaque",0.52
"9675","necessities",0.52
"9676","genre",0.52
"9677","juridical",0.52
"9678","screwdriver",0.52
"9679","memorize",0.52
"9680","packer",0.52
"9681","button",0.52
"9682","discretionary",0.52
"9683","adjoining",0.52
"9684","fringe",0.52
"9685","rug",0.52
"9686","chunky",0.52
"9687","prayforme",0.52
"9688","punchy",0.52
"9689","sternum",0.52
"9690","orbiting",0.52
"9691","mushy",0.52
"9692","refractory",0.52
"9693","lenient",0.52
"9694","transmitter",0.52
"9695","populous",0.52
"9696","staggering",0.52
"9697","racket",0.52
"9698","regency",0.52
"9699","harry",0.52
"9700","placebo",0.52
"9701","two",0.52
"9702","bee",0.52
"9703","joust",0.52
"9704","fossils",0.52
"9705","ventricle",0.52
"9706","profiler",0.52
"9707","owl",0.52
"9708","burnished",0.52
"9709","greyhound",0.52
"9710","intervene",0.52
"9711","aaaah",0.52
"9712","ado",0.52
"9713","tier",0.52
"9714","tanker",0.52
"9715","flagstaff",0.52
"9716","clerical",0.52
"9717","jug",0.52
"9718","tumbler",0.52
"9719","roundup",0.52
"9720","encompass",0.52
"9721","idiom",0.52
"9722","circumstance",0.52
"9723","tapestry",0.52
"9724","capital",0.52
"9725","carpet",0.52
"9726","baron",0.52
"9727","tomcat",0.52
"9728","anchor",0.52
"9729","galley",0.52
"9730","interstate",0.52
"9731","hosiery",0.52
"9732","rundown",0.52
"9733","denim",0.52
"9734","stealth",0.52
"9735","logarithm",0.52
"9736","chew",0.52
"9737","cockpit",0.52
"9738","pond",0.52
"9739","chest",0.52
"9740","electron",0.52
"9741","blackbird",0.52
"9742","umpire",0.52
"9743","attach",0.52
"9744","hamster",0.52
"9745","shaker",0.52
"9746","kerchief",0.52
"9747","hugger",0.52
"9748","notional",0.52
"9749","quantity",0.52
"9750","lycra",0.52
"9751","put",0.52
"9752","girth",0.52
"9753","fiat",0.52
"9754","ceiling",0.52
"9755","powdered",0.52
"9756","teensy",0.52
"9757","legume",0.52
"9758","wavy",0.52
"9759","levee",0.52
"9760","blowtorch",0.52
"9761","decimeter",0.52
"9762","titanium",0.52
"9763","wrestler",0.52
"9764","verbal",0.52
"9765","differential",0.52
"9766","mound",0.52
"9767","knee",0.52
"9768","gulf",0.52
"9769","cartography",0.52
"9770","mesmerized",0.52
"9771","generic",0.52
"9772","privacy",0.52
"9773","gondola",0.52
"9774","seaman",0.52
"9775","paper",0.52
"9776","cart",0.52
"9777","sanguine",0.52
"9778","vertical",0.52
"9779","rep",0.52
"9780","vast",0.52
"9781","rainyday",0.52
"9782","bust",0.52
"9783","demonstrator",0.52
"9784","matron",0.52
"9785","layover",0.52
"9786","backup",0.52
"9787","buffer",0.52
"9788","corporeal",0.52
"9789","gavel",0.52
"9790","countless",0.52
"9791","thesaurus",0.52
"9792","tilde",0.52
"9793","grip",0.52
"9794","conjunction",0.52
"9795","turbine",0.52
"9796","kindling",0.52
"9797","forge",0.52
"9798","ringleader",0.52
"9799","moderator",0.519
"9800","metric",0.519
"9801","pretzel",0.519
"9802","lithology",0.519
"9803","things",0.519
"9804","reprogram",0.519
"9805","neutralize",0.519
"9806","mineral",0.519
"9807","satin",0.519
"9808","minim",0.518
"9809","housebroken",0.518
"9810","shifting",0.518
"9811","secretariat",0.518
"9812","offshoot",0.517
"9813","toothbrush",0.517
"9814","shoe",0.517
"9815","submerge",0.517
"9816","softly",0.517
"9817","lumber",0.517
"9818","druid",0.517
"9819","milky",0.517
"9820","disinfection",0.517
"9821","allegorical",0.517
"9822","leniency",0.517
"9823","adage",0.517
"9824","infinity",0.516
"9825","stagecoach",0.516
"9826","boat",0.516
"9827","dip",0.516
"9828","vascular",0.516
"9829","trout",0.516
"9830","squishy",0.516
"9831","retrospectively",0.516
"9832","morphology",0.516
"9833","tavern",0.516
"9834","loop",0.516
"9835","pay",0.514
"9836","detail",0.514
"9837","elapse",0.514
"9838","peering",0.514
"9839","sojourn",0.514
"9840","indigo",0.514
"9841","cognitive",0.513
"9842","ukulele",0.513
"9843","enigma",0.513
"9844","hock",0.513
"9845","folio",0.513
"9846","calculator",0.513
"9847","mockingbird",0.513
"9848","irrepressible",0.512
"9849","grating",0.512
"9850","option",0.512
"9851","hitch",0.512
"9852","promulgate",0.511
"9853","peculiarities",0.511
"9854","steps",0.511
"9855","helm",0.511
"9856","dashboard",0.51
"9857","monad",0.51
"9858","analogy",0.51
"9859","perpetuation",0.51
"9860","tooling",0.51
"9861","beluga",0.51
"9862","incubator",0.51
"9863","recombination",0.51
"9864","petite",0.51
"9865","swami",0.51
"9866","ambivalent",0.51
"9867","spreader",0.51
"9868","impregnate",0.51
"9869","cellar",0.51
"9870","nib",0.51
"9871","uneventful",0.51
"9872","emission",0.51
"9873","process",0.51
"9874","shaggy",0.51
"9875","mileage",0.51
"9876","gaby",0.51
"9877","statutory",0.51
"9878","manuscript",0.51
"9879","lynx",0.51
"9880","prop",0.51
"9881","pentagram",0.51
"9882","dado",0.51
"9883","emphasize",0.51
"9884","feminist",0.51
"9885","thrust",0.51
"9886","measure",0.51
"9887","cauldron",0.51
"9888","rover",0.51
"9889","gear",0.51
"9890","epitome",0.51
"9891","intro",0.51
"9892","lathe",0.51
"9893","jog",0.51
"9894","lung",0.51
"9895","kanji",0.51
"9896","scooter",0.51
"9897","frontage",0.51
"9898","quasi",0.51
"9899","opt",0.51
"9900","seduction",0.51
"9901","need",0.51
"9902","undivided",0.51
"9903","thermodynamics",0.51
"9904","redheaded",0.51
"9905","plane",0.51
"9906","oboe",0.51
"9907","rooted",0.51
"9908","subjective",0.51
"9909","succinct",0.51
"9910","cobbler",0.51
"9911","spear",0.51
"9912","pack",0.51
"9913","bratwurst",0.51
"9914","effectuate",0.51
"9915","ledger",0.51
"9916","filament",0.51
"9917","loft",0.51
"9918","arena",0.51
"9919","intending",0.51
"9920","auburn",0.51
"9921","vaulting",0.51
"9922","extrinsic",0.51
"9923","refractor",0.51
"9924","tote",0.51
"9925","airbag",0.51
"9926","filling",0.51
"9927","blushing",0.51
"9928","effigy",0.51
"9929","lamina",0.51
"9930","thaumaturgy",0.51
"9931","schedule",0.51
"9932","token",0.51
"9933","transient",0.51
"9934","adjuster",0.51
"9935","hall",0.51
"9936","tread",0.51
"9937","actuary",0.51
"9938","brassiere",0.51
"9939","infield",0.51
"9940","hedonism",0.51
"9941","gate",0.51
"9942","form",0.51
"9943","bundle",0.51
"9944","stairs",0.51
"9945","mayonnaise",0.51
"9946","anterior",0.51
"9947","gatherer",0.51
"9948","rung",0.51
"9949","locksmith",0.51
"9950","gush",0.51
"9951","raft",0.51
"9952","demo",0.51
"9953","technical",0.51
"9954","stepdaughter",0.51
"9955","gatekeeper",0.51
"9956","sublimation",0.51
"9957","enlist",0.51
"9958","guardhouse",0.51
"9959","millstone",0.51
"9960","lending",0.51
"9961","hype",0.51
"9962","edit",0.51
"9963","hank",0.51
"9964","fjord",0.51
"9965","quarters",0.51
"9966","vegetarianism",0.51
"9967","desk",0.51
"9968","monogamous",0.51
"9969","somuchtodo",0.51
"9970","week",0.51
"9971","craving",0.51
"9972","middleweight",0.51
"9973","backpacker",0.51
"9974","hotbed",0.51
"9975","inhalation",0.51
"9976","venison",0.51
"9977","roam",0.51
"9978","sprinkler",0.51
"9979","conic",0.51
"9980","doctrinal",0.51
"9981","tomahawk",0.51
"9982","rencontre",0.51
"9983","cautionary",0.51
"9984","ingest",0.51
"9985","corsage",0.51
"9986","chandler",0.51
"9987","sew",0.51
"9988","dak",0.51
"9989","tranquilizer",0.51
"9990","copacetic",0.51
"9991","quadruple",0.51
"9992","southbound",0.51
"9993","zucchini",0.51
"9994","kibble",0.51
"9995","lavatory",0.51
"9996","kirk",0.51
"9997","soppy",0.51
"9998","yap",0.51
"9999","midwifery",0.51
"10000","machine",0.51
"10001","perpetually",0.51
"10002","correlative",0.51
"10003","waterworks",0.51
"10004","ambition",0.51
"10005","caps",0.51
"10006","quantitatively",0.51
"10007","parenthesis",0.51
"10008","underwood",0.51
"10009","leg",0.51
"10010","encore",0.51
"10011","buddhism",0.51
"10012","impersonate",0.51
"10013","mask",0.51
"10014","charge",0.51
"10015","immeasurable",0.51
"10016","hover",0.51
"10017","halfway",0.51
"10018","interval",0.51
"10019","perpendicular",0.51
"10020","rolling",0.51
"10021","hemi",0.51
"10022","handkerchief",0.51
"10023","diocese",0.51
"10024","finished",0.51
"10025","wis",0.51
"10026","silt",0.51
"10027","stenographer",0.51
"10028","immerse",0.51
"10029","subsistence",0.51
"10030","session",0.51
"10031","reprint",0.51
"10032","saddle",0.51
"10033","elm",0.51
"10034","mahi mahi",0.51
"10035","sparingly",0.51
"10036","uncontested",0.51
"10037","extraterrestrial",0.51
"10038","gizmo",0.51
"10039","transceiver",0.51
"10040","holly",0.51
"10041","panache",0.51
"10042","grotto",0.51
"10043","argument",0.51
"10044","welding",0.51
"10045","snorkel",0.51
"10046","shall",0.51
"10047","retail",0.51
"10048","toothpaste",0.51
"10049","prophylactic",0.51
"10050","organ",0.51
"10051","vapor",0.51
"10052","suburbs",0.51
"10053","explication",0.51
"10054","bergamot",0.51
"10055","pass",0.51
"10056","teaser",0.51
"10057","innocuous",0.51
"10058","watchman",0.51
"10059","tweed",0.51
"10060","spot",0.51
"10061","crawfish",0.51
"10062","broil",0.51
"10063","legalize",0.51
"10064","litany",0.51
"10065","flotation",0.51
"10066","go",0.51
